,Indicador 17- Total elementos servicio,Indicador 6- Funcionamiento del COMUDE,Indicador 18- Oficinas municipales con instrumentos de gestiÃ³n,Indicador 20- Ingresos per capita,Indicador 24- EjecuciÃ³n plan operativo,3) Indice de Informacion a Ciudadania,ranking,Indicador 28- Acciones de Ordenamiento Territorial,Indicador 19- Independencia financiera,Indicador 7- Existencia de reglamento interno,Indicador 10- Presentacion informacion ejecucion presupuestaria anual,7) Indice de Gestion Estrategica,indice_gestion,Indicador 27- Presupuesto destinado a DEL_ Servicios PÃºblicos y GestiÃ³n Ambiental,Indicador 29- AnÃ¡lisis de riesgo en inversiÃ³n pÃºblica,8) Indice de Municipio Saludable,Indicador 4- Asistencia del Alcalde al total de reuniones del COMUDE,5) Indice de Gestion Administrativa,Indicador 13- Monto asignado Guatecompras como porcentaje de egresos (SOLO TRANSFERENCIAS DE CAPITAL),municipio,Indicador 22- InversiÃ³n con ingreso s propios,Indicador 15- Calidad y cobertura recolecciÃ³n de basura en el municipio,2) Indice de Participacion,Indicador 12- Porcentaje de informacion publica de oficio disponible,departamento,6) Indice de Gestion Financiera,Indicador 21- InversiÃ³n con transferencias,Indicador 25- Posicionamiento estratÃ©gico del Plan de Desarrollo,Indicador 23- Deuda en el total de ingresos,Indicador 5- Representacion territorial del COMUDE,Indicador 1- Reuniones ordinarias del COMUDE,Indicador 16- GestiÃ³n de mercados y rastros,Indicador 2- Asistencia Concejales designados y concejal de salud (MSALUDABLE),Indicador 3- RepresentaciÃ³n de grupos de mujeres_ jÃ³venes e indÃ­genas,1) Indice de Gestion 2012,Indicador 14- Calidad y cobertura de agua en el municipio,Indicador 11- InformaciÃ³n disponible medios diversos,Indicador 8- Total temas tratados,Indicador 9- Numero de rendiciones de cuentas trimestrales en el aÃ±o y foco en resultados,Indicador 26- Proyectos plan de desarrollo municipal,4) Indice de Servicios
1001,0,0,0.25,157.1586,0.55,0.1136,314,0.25,0.3728,0,0,0.2517,0.182,0.2598,0,0.0766,0.3333,0.125,0.5678,Mazatenango,0.0546,0.2,0.1198,0,Suchitepequez,0.3795,0.2704,0.3439,1,0,2,0,0,0.3333,0.182,0,0,0,0,0.0598,0.1026
1002,2,0,0.25,58.0859,1,0.3016,247,0,0.1762,0,0,0.5531,0.2817,0.3201,1,0.0951,0,0.2679,0.2082,Cuyotenango,0.2137,0.25,0,0.3,Suchitepequez,0.4393,0.654,0.3201,0.9736,0,0,0,0,0,0.2817,0,1,0,0,0.3201,0.1282
1003,3,0.1,0.6,82.2137,0.6667,0.2029,215,0,0.1102,0,0,0.579,0.3123,0.22,1,0.1534,1,0.5143,0.2147,San Francisco Zapotitlan,0.0701,0.0344,0.2311,0.8,Suchitepequez,0.2205,0.1375,1,0.6897,0.3194,4,0.125,0,0,0.3123,0.2,0,2,0,0.2331,0.126
1004,3,0.2,0.7,21.7948,1,0.3312,199,0,0.0391,0,0,0.5809,0.3259,0.1134,1,0.2917,0,0.5643,0.7558,San Bernardino,0.0414,0,0.1511,0.9,Suchitepequez,0.2616,0.5805,1,0.5577,0.24,0,0,0,0,0.3259,0.2,0,13,0,0.0353,0.0666
1005,5,0.4556,0.9,62.3871,0.6522,0.3836,75,0,0.052,0,0,0.5384,0.4483,0.1412,1,0.3959,0.6154,0.8071,0.5178,San Jose El Idolo,0.0901,0,0.5198,0.4,Suchitepequez,0.2135,0.3788,1,0.4406,0.2112,12,0.5833,0,0,0.4483,0.1,1,10,0,0.1184,0.2278
1006,4,0.5067,1,26.7506,0.2353,0.3878,166,0,0.064,0,0,0.0716,0.3519,0.1321,0,0.0876,0.4545,0.7857,0.3392,Santo Domingo Suchitepequez,0.2162,0,0.5623,0.6,Suchitepequez,0.3042,0.6173,0,0.4838,1,10,0,0,0.3333,0.3519,0,1,9,0,0,0
1007,2,0.1,0.175,164.9217,0.3684,0.23,317,0,0.1694,0,0,0.1123,0.1697,0.1383,0,0.2577,0.25,0.2304,1,San Lorenzo,0.0219,0.2,0.1031,0.15,Suchitepequez,0.2397,0.3522,0.0773,0.4815,0.2595,1,0,0.1667,0,0.1697,0,0,2,0,0.0043,0.1026
1008,1,0.1444,0.25,52.2136,0.6111,0.3998,213,0.25,0.0883,0,0,0.3889,0.3145,0.0637,1,0.3079,0.8889,0.1964,0.5491,Samayac,0.1342,0.2,0.4648,0.45,Suchitepequez,0.2282,0.3836,0.1608,0.4181,0.5385,8,0,0.5,0,0.3145,0.3195,1,10,0,0.1608,0.209
1009,2,0.2667,0.25,9.9314,1,0.2567,172,0,0.0164,0,0,0.8019,0.3483,0.8506,1,0.2854,1,0.2679,0.4835,San Pablo Jocopilas,0.0167,0.0457,0.395,0.8,Suchitepequez,0.2792,0.585,1,0.7067,0.5833,6,0.125,1,0,0.3483,0.0731,0,3,0,0.3738,0.0895
101,5,0,1,934.5273,1,0.51,41,1,0.8391,0,0,0.6172,0.4941,0.2015,1,0.194,0,0.8571,1,Guatemala,0,0.4,0,0.55,Guatemala,0.5417,0.1271,0.6751,1,0,0,0.5,0,0,0.4941,0.2,1,0,0,0,0.4384
1010,0,0.6333,0.25,111.4531,0,0.4976,192,0,0.2596,0,1,0.3008,0.3306,0,1,0.312,0.2857,0.125,0.1378,San Antonio Suchitepequez,0.0012,0,0.5115,0.35,Suchitepequez,0.2598,0.1961,0.3205,0.7089,0.2669,12,0.6667,0.0794,0,0.3306,0.2004,1,9,0,0.3205,0.289
1011,2,0.3667,0.25,40.6635,0,0.3338,291,0,0.0384,0,0,0,0.2318,0,0,0.341,0.8333,0.2679,0.5688,San Miguel Panan,0.0274,0,0.3698,0.1,Suchitepequez,0.313,0.4497,0,0.9708,0.5694,5,0,0,0,0.2318,0.3193,1,11,0,0,0.1064
1012,0,0.2778,0.15,24.1568,1,0.1424,241,0,0.0167,0,0,0.6052,0.2881,0.0059,1,0.4762,1,0.075,0.3121,San Gabriel,0.0241,0.25,0.3749,0.4,Suchitepequez,0.3695,0.7141,1,1,0.9643,2,0,0.9286,0,0.2881,0.1,0,10,0,0.2941,0.1615
1013,2,0,0.25,59.3951,1,0.351,265,0,0.1731,0,0,0.4073,0.262,0.0496,1,0.0809,0,0.2679,0.3548,Chicacao,0.0196,0.25,0.0188,0.4,Suchitepequez,0.3307,0.3624,0.0817,0.9943,0.2,0,0,0,0,0.262,0.2041,1,0,0,0.0817,0.1962
1014,0,0,0,108.7058,0,0.0691,324,0,0.2117,0,0,0.3667,0.1319,0,1,0,0,0,0.3456,Patulul,0.1422,0,0,0,Suchitepequez,0.3557,0.458,1,0.7853,0,0,0,0,0,0.1319,0,0,0,0,0,0
1015,2,0,0.25,36.73,1,0.2631,263,0,0.0674,0,0,0.5209,0.2646,0.265,1,0.087,0,0.2679,0.3156,Santa Barbara,0.1905,0.25,0,0,Suchitepequez,0.4076,0.6422,0.265,1,0,0,0,0,0,0.2646,0,1,0,0,0.265,0.1282
1016,3,0.2667,0.275,30.545,1,0.7141,102,0,0.0303,0,1,0.6524,0.4143,0.4096,1,0.3233,0.5,0.3518,0.4369,San Juan Bautista,0.1534,0.25,0.1915,0.8,Suchitepequez,0.3589,0.5069,0.5384,1,0.4167,1,0,0.5,0,0.4143,0.2661,1,5,0.3333,0.5384,0.2169
1017,4,0.2667,0.25,142.859,1,0.1889,160,0,0.1366,0,0,0.6512,0.3561,0.1881,1,0.3139,1,0.4107,0.2445,Santo Tomas La Union,0.0183,0.1836,0.351,0.7,Suchitepequez,0.2259,0.5227,1,0.2774,0.5724,4,0.25,0.8,0,0.3561,0.3938,0,6,0,0.3309,0.3087
1018,0,0,0,470.8502,1,0.2771,321,0,0.201,0,1,0.3141,0.1563,0.2858,0,0.042,0,0,0.3855,Zunilito,0.0466,0,0,0,Suchitepequez,0.3463,0.3322,0.2858,0.783,0,0,0,0,0,0.1563,0,0,0,0,0.0913,0
1019,3,0.5333,0.25,41.6391,1,0.44,119,0,0.0457,0,0,0.5709,0.3975,0.1349,1,0.3041,1,0.3393,0.5002,Pueblo Nuevo,0.0212,0.2293,0.6064,0.7,Suchitepequez,0.1553,0.215,0.7679,0.4361,0.5417,12,0,1,0,0.3975,0.4668,1,6,0,0.1873,0.2731
102,7,0.7333,0.575,967.4504,0.5789,0.9117,1,0.25,0.6154,0,1,0.5862,0.7377,0.1285,1,0.7919,0.3333,0.7875,0.5586,Santa Catarina Pinula,0.3809,0.5229,0.7445,1,Guatemala,0.6075,0.2987,1,0.9204,0.6351,12,1,0.6786,1,0.7377,0.5617,1,12,1,0.3537,0.7887
1020,3,0.6333,0.25,77.0393,1,0.6997,43,0,0.1076,0,1,0.55,0.4932,0,1,0.5419,0.3333,0.3393,0.6318,Rio Bravo,0.2666,0.25,0.3443,0.2,Suchitepequez,0.4396,0.6689,0,0.9644,0.052,6,0.375,0,0,0.4932,1.0003,1,12,0.6667,1,0.5865
103,4,0,0.225,343.3313,0.1111,0.653,107,0,0.4074,0,0,0.4328,0.4122,0.1057,1,0.1601,1,0.3982,0.9149,San Jose Pinula,0.1139,0.4,0.185,0.85,Guatemala,0.4491,0.3775,1,1,0,2,0.25,0.9,0,0.4122,0.2,1,1,0.5,0.1252,0.3551
104,0,0,0.5,963.9189,0,0.0728,301,0,0.1141,0,0,0.3477,0.2235,0.324,1,0.0476,0,0.25,0.3638,San Jose del Golfo,0.8106,0,0,0,Guatemala,0.6704,0.7557,0.5158,0.802,0,0,0,0,0,0.2235,0,0,0,0,0,0
105,1,0.1,0.5,166.9886,0.625,0.5209,115,0,0.227,0,0,0.4968,0.4034,0.2155,1,0.168,0.5294,0.3214,0.6543,Palencia,0.3808,0,0.4304,0.95,Guatemala,0.4845,0.5363,0.6643,1,0.3462,9,0.5,0.4706,0.5,0.4034,0,1,1,0,0.1671,0.1667
106,0,0,0,325.8676,0,0.2,313,0,0.3999,0,0,0.4664,0.1831,0.5504,1,0.0809,0,0,1,Chinautla,0.0915,0,0,0,Guatemala,0.4325,0.3452,0.8967,1,0,0,0,0,0,0.1831,0,0,0,0,0,0
107,2,0,0.45,65.8269,0,0.1939,292,0.25,0.1723,0,0,0.3629,0.2315,0.3372,1,0.1577,0,0.3679,0.3197,San Pedro Ayampuc,0.0113,0.4,0,0.65,Guatemala,0.1759,0.2175,0.4696,0.3817,0,0,0.25,0,0,0.2315,0,0,0,0,0,0.2885
108,0,0,0,488.555,0.7931,0.3449,261,0,0.7021,0,0,0.6002,0.2653,0.409,1,0.1283,0,0,0.7247,Mixco,0.0371,0,0.1949,0,Guatemala,0.4516,0.0761,1,1,0,4,0,0,0,0.2653,0,1,9,0,0,0
109,2,0,0.25,174.3453,1,0.2189,188,0.25,0.2363,0,0,0.6528,0.3355,0.6815,1,0.2177,0,0.2679,0.6447,San Pedro Sacatepequez,0.6412,0.4,0,0.45,Guatemala,0.5598,0.5763,0.6461,1,0,0,0.125,0,0,0.3355,0.2,0,0,0,0,0.3134
110,2,0.1,0.5,99.4733,0.0526,0.6003,113,0.25,0.3371,1,1,0.2831,0.4051,0.0897,1,0.3908,1,0.3929,0.6516,San Juan Sacatepequez,0.1039,0.5,0.3154,0.35,Guatemala,0.4227,0.481,0.1815,1,0,3,0.375,0,0,0.4051,0.1039,1,4,0,0.0909,0.416
1101,1,0.2444,0.3,473.3567,0,0.361,189,0.25,0.4507,0,0,0.4187,0.3354,0.1447,1,0.3511,0,0.2214,0.6052,Retalhuleu,0.055,0.25,0.1872,0.2,Retalhuleu,0.4598,0.3715,1,1,0.5,0,0.7083,0,0.5,0.3354,0,1,7,0,0,0.3643
1102,4,0.3424,0.5,36.5568,0.7586,0.2417,96,0.25,0.0701,1,0,0.6421,0.4202,0.6184,1,0.2653,0.7143,0.5357,0.3921,San Sebastian,0.0183,0,0.6423,0.65,Retalhuleu,0.3428,0.5362,0.7683,1,0.2857,11,0.25,0.75,0,0.4202,0.1,0,7,0.1667,0.1346,0.1167
1103,1,0,0.75,26.5735,1,0.1855,158,0,0.0306,0,0,0.6355,0.3569,0,1,0.0883,1,0.4464,0.3277,Santa Cruz Mulua,0.1799,0,0.2586,0.6,Retalhuleu,0.4403,0.8455,1,1,0.0677,6,0.125,0,0,0.3569,0.4,0,2,0,0.4666,0.175
1104,0,0,0.725,53.7353,0,0.0729,266,0,0.051,0,0,0.3259,0.2616,0.0805,1,0.2095,1,0.3625,0.3643,San Martin Zapotitlan,0.2976,0,0.2029,0,Retalhuleu,0.472,0.8226,0.6829,1,0.3906,3,0,0,0,0.2616,0.4,0,2,0,0,0.1333
1105,0,0.2889,0.475,66.0512,0,0.2318,232,0,0.0884,1,0,0.304,0.2929,0.1925,1,0.3465,1,0.2375,0.6591,San Felipe Retalhuleu,0.0744,0,0.5793,0.5,Retalhuleu,0.4046,0.7163,0.1224,1,0.2485,6,0,0,1,0.2929,0,0,6,0,0.3091,0
1106,0,0,0.65,40.0343,1,0.3444,239,0,0.0713,0,1,0.5626,0.2898,0.0584,1,0.0086,0,0.325,0.2718,San Andres Villa Seca,0.436,0,0,0.45,Retalhuleu,0.5069,0.814,1,1,0,0,0,0,0,0.2898,0,0,0,0,0,0
1107,2,0.1,0.2,43.6372,0.9524,0.5956,117,0.75,0.0767,0,1,0.5565,0.4012,0.0826,1,0.2563,1,0.2429,0.4778,Champerico,0.1055,0.0029,0.4494,0.5,Retalhuleu,0.3894,0.7354,0.606,0.8919,0.6233,4,0.4167,0.75,1,0.4012,0.1,1,4,0,0.0389,0.1737
1108,0,0.1,0.175,21.9211,1,0.6726,144,0,0.045,0,1,0.5698,0.3724,0.0659,1,0.2834,1,0.0875,0.3632,Nuevo San Carlos,0.1013,0,0.4127,0.3,Retalhuleu,0.4132,0.7968,0.6337,1,0.6923,6,0.125,0,0.5,0.3724,0.11,1,5,0.7,0.397,0.0783
1109,1,0.3778,0.2,16.902,1,0.3122,205,0,0.0426,0,1,0.5745,0.3202,0.016,1,0.2899,0.8333,0.1714,0.3943,El Asintal,0.2003,0,0.351,0,Retalhuleu,0.4362,0.7976,1,1,0.5833,5,0,0.6667,0,0.3202,0.2276,0,4,0.1667,0.1146,0.0758
111,2,0.3667,0.75,210.0016,1,0.495,81,0,0.1703,0,0,0.5024,0.4379,0.3019,1,0.3393,0.9,0.5179,0.4916,San Raymundo,0.0251,0.4,0.5008,0.65,Guatemala,0.281,0.4034,0.3855,0.5994,1,9,0.375,0.55,0,0.4379,0,1,4,0.3333,0,0.3301
112,2,0,1,282.9292,1,0.1438,203,0,0.1091,0,0,0.6091,0.3238,0.1822,1,0.0749,0,0.6429,0.569,Chuarrancho,0.0222,0.25,0,0.15,Guatemala,0.4192,0.7362,0.6524,0.955,0,0,0,0,0,0.3238,0,0,0,0,0.4557,0.1282
113,4,0,0.25,781.1169,1,0.4354,138,0,0.3857,0,0,0.548,0.3758,0.4128,1,0.1494,0,0.4107,0.827,Fraijanes,0.5265,0.25,0,0.35,Guatemala,0.6244,0.4945,0.4589,1,0,0,0.125,0,0,0.3758,0.2,1,0,0,0.045,0.2365
114,3,0.1889,0.275,249.4282,1,0.6817,69,0,0.4167,0,1,0.5677,0.4557,0.4032,1,0.358,1,0.3518,0.6583,Amatitlan,0.1452,0.4,0.3095,0.75,Guatemala,0.4661,0.4621,0.5344,1,0.7115,1,0.25,0.6667,0,0.4557,0.2062,1,11,0,0.0881,0.3572
115,7,0,0.5,269.0523,0.9902,0.4629,67,0,0.6496,0,0,0.5542,0.4579,0.091,1,0.1771,0,0.75,0.8143,Villa Nueva,0.5668,0.4,0,0.5,Guatemala,0.5438,0.0903,0.4628,1,0,0,0.5,0,0,0.4579,0.1947,1,0,0,0.4628,0.4367
116,0,0,0,342.5128,0,0.1225,322,0,0.5641,0,0,0.2095,0.1427,0.1214,1,0.0178,0,0,0.6123,Villa Canales,0.5783,0,0,0,Guatemala,0.5242,0.1899,0,0.8317,0,0,0,0,0,0.1427,0,0,0,0,0,0
117,1,0,0.525,318.8062,0.3889,0.2705,257,0,0.6107,0,1,0.3081,0.2694,0.1694,1,0.1136,0,0.3339,0.1025,Petapa,0.2235,0.25,0,0.25,Guatemala,0.4672,0.1655,0.0462,0.9656,0,0,0.125,0,0,0.2694,0.2,0,0,0,0.0462,0.2365
1201,3,0.4667,0.375,462.2023,1,0.55,39,0.25,0.416,0,0,0.5588,0.4984,0,1,0.4168,0.5833,0.4018,1,San Marcos,0,0.4656,0.537,0.75,San Marcos,0.4377,0.3753,0.4163,1,0.3529,10,0.2917,0,0.5,0.4984,0.5081,1,10,0,0.5181,0.5053
1202,2,0.7358,0.35,499.8297,0.7292,0.5,56,0.25,0.466,1,0,0.3301,0.4744,0.1457,0,0.6924,0.6923,0.3179,1,San Pedro Sacatepequez,0.0112,0.4421,0.7711,0.5,San Marcos,0.441,0.3035,0.3421,1,0.214,11,0.25,0.8803,0.3333,0.4744,0.5286,1,14,0,0.4444,0.4862
1203,5,0.6333,0.325,24.9556,0.25,0.8472,28,0.25,0.0403,0,1,0.4386,0.513,0.1641,1,0.3928,1,0.5196,0.9692,San Antonio Sacatepequez,0,0,0.7198,0.8,San Marcos,0.312,0.456,0.8092,1,0.5417,12,0.125,1,0.5,0.513,0.5975,1,11,0.4667,0.0268,0.2408
1204,6,0.4222,0.55,14.549,0.8966,0.7109,46,0,0.0495,0,1,0.5722,0.4895,0.393,0,0.553,0.8889,0.7036,0.2213,Comitancillo,0,0,0.4242,0.8,San Marcos,0.3869,0.7887,1,1,0.0213,8,0.25,0.1111,0.3333,0.4895,0.1668,1,7,0.5333,0.7624,0.1389
1205,7,0.2,0.7,1615.7294,1,0.6667,14,0.25,0.6038,0,0,0.6902,0.5484,0.4378,1,0.548,0.3333,0.85,1,San Miguel Ixtahuacan,0.4767,0,0.2175,0.8,San Marcos,0.7079,0.226,1,1,0,3,0.375,0,0,0.5484,0.1,1,11,0.5333,0.1364,0.1583
1206,4,0.2,0.65,16.4019,1,0.5151,175,0,0.0463,0,0,0.4774,0.346,0.0504,1,0.1605,0,0.6107,0.6753,Concepcion Tutuapa,0,0,0.0125,0.9,San Marcos,0.3855,0.7848,0.4816,1,0,0,0.125,0,0,0.346,0.1,1,0,0,0.0629,0.075
1207,1,0.6333,0.25,47.0321,1,0.2443,159,0.5,0.1292,1,0,0.5591,0.3561,0,1,0.4152,0.7143,0.1964,0.5716,Tacana,0,0,0.575,0.65,San Marcos,0.3537,0.5364,0.6482,0.9996,0.695,6,0.125,0.6786,0.3333,0.3561,0.5,0,5,0,0.1743,0.2083
1208,3,0.4074,0.2,65.4187,0.5467,0.2619,131,0.5,0.0732,1,0,0.3772,0.3838,0,1,0.3312,0.9231,0.3143,0.5263,Sibinal,0,0.25,0.6803,0.45,San Marcos,0.3313,0.4854,0,1,0,9,0.5,0,1,0.3838,0.1286,0,10,0.3333,0.2837,0.3377
1209,0,0.6741,0.175,9.162,1,0.0499,268,0.5,0.0252,0,0,0.5633,0.2582,0,1,0.3463,0.5,0.0875,0.2493,Tajumulco,0.1723,0,0.3505,0,San Marcos,0.4229,0.7909,0.8453,1,0.0714,3,0.125,1,0.3333,0.2582,0.1,0,9,0,0,0.075
1210,0,0,0,53.5079,0,0.1431,328,0.25,0.107,0,0,0.2042,0.1209,0,1,0,0,0,0.7157,Tejutla,0,0,0,0,San Marcos,0.3781,0.6658,0,1,0,0,0,0,0,0.1209,0,0,0,0,0,0
1211,3,0.4667,0.6,74.4195,1,0.4989,137,0,0.0899,0,0,0.3396,0.3763,0.291,0,0.5276,0,0.5143,0.4276,San Rafael Pie de la Cuesta,0.0372,0,0.1564,0.7,San Marcos,0.3042,0.5067,0.4518,0.7671,0.5,0,0.8333,0,0,0.3763,0.5,1,9,0.3667,0.0582,0.4444
1212,3,0.6,0.6,16.7668,0.875,0.4338,133,0,0.0421,0,0,0.367,0.3829,0.3332,0,0.4073,1,0.5143,0.419,Nuevo Progreso,0.3337,0,0.2401,0.75,San Marcos,0.4532,0.7289,0.4776,1,0.6923,2,0.8333,0,0,0.3829,0.0333,1,2,0,0.2576,0.2889
1213,3,0.6444,0.575,32.578,1,0.7619,100,0.25,0.0794,0,1,0.474,0.4159,0.0874,1,0.4613,0.4,0.5018,0.3595,El Tumbador,0.1391,0,0.2844,0.75,San Marcos,0.3624,0.4847,0.2564,1,0,5,0.3333,0.0714,0,0.4159,0,1,8,0.7,0.1128,0.1111
1214,4,0.2,0.575,33.5193,1,0.6204,153,0,0.0517,0,1,0.4554,0.361,0,1,0.2,0,0.5732,0.2355,El Rodeo,0.3522,0,0.0125,0.7,San Marcos,0.3046,0.5713,0.4498,0.3811,0,0,0.5,0,0,0.361,0.1,1,0,0.1667,0.0344,0.2
